"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"County Name: ANDREWS"
"Date Range: Jan 1993 - Sep 2018"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BLANCO OIL CO.",074900,416625,277921,0,0
"BLUE BONNET SAVINGS BANK, FSB",076450,2210,51,0,0
"BLUE RIDGE RESOURCES, LLC",076782,0,0,0,0
"BOAZ ENERGY II OPERATING, LLC",078032,10703,0,0,0
"BOGE, INC.",078475,35295,0,0,0
"BOLTE, ROBERSON & KOENIG",081428,30727,143,0,0
"BOPCO, L.P.",082967,899302,340738,0,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,5680,0,0,0
"BOYD, D. K. OIL AND GAS CO.,INC.",084596,431988,98268,0,0
"BP AMERICA PRODUCTION COMPANY",040798,970864,11234301,0,0
"BP PROD. CORP.",085370,20,30,0,0
"BRADY, W. PRODUCTION, INC.",088241,0,0,985598,0
"BRAHANEY DRILLING CO.",088380,39856,9720,0,0
"BRAMMER ENGINEERING, INC.",088595,354,0,0,0
"BRECK OPERATING CORP.",089974,74668,121781,92916,1360
"BREITBURN OPERATING L.P.",090732,750431,213032,0,0
"BRIDGE OIL COMPANY, L. P.",091093,330772,53905,0,0
"BRIDWELL OIL CO.",092480,47755,134352,0,0
"BRIGHT & CO.",093125,11274,9845,0,0
"BRISTOL RESOURCES CORPORATION",093548,63370,52659,12416,0
"BROADWAY OPERATING COMPANY INC.",094871,49267,2375,0,0
"BROCK, J.",095367,60805,44637,375509,0
"BROKEN ARROW SWD, LLC",096532,0,0,0,0
"BROTHERS PRODUCTION COMPANY INC.",097478,327270,4289,0,0
"BROWN, CLIFF OPERATING CORP.",098970,6,6,0,0
"BROWN, H. L., JR.",100268,13852,100272,0,0
"BROWN, H.L. OPERATING, L.L.C.",100263,34248,115696,0,0
"BROWN, L. Z.",100890,0,0,274445,0
"BROWN, L.Z. RESIDUARY TRUST",100877,0,0,76621,0
"BROWN, MABEL INVESTMENTS",100909,0,0,103714,0
"BROWN, TOM INC.",102550,82904,3601,3554,27
"BROWNING EXPLORATION, INC.",103085,21587,7410,0,0
"BROWNING OIL COMPANY, INC.",103088,19334,48837,0,0
"BTA OIL PRODUCERS",041860,1798733,3692933,0,0
"BTA OIL PRODUCERS, LLC",041867,705843,1337553,0,0
"BULLDOG OPERATING COMPANY",106508,100850,346314,0,0
"BURGUNDY OIL & GAS, INC.",108650,263832,55693,0,0
"BURLESON PETROLEUM, INC.",109255,492609,2081827,94560,0
"BURLESON, LEWIS B. INC.",109295,965236,3607043,1020276,6
"BURLINGTON RES O&G CO-PERMIAN",109334,60042,287383,0,0
"BURLINGTON RESOURCES OIL&GAS CO.",109338,239761,891726,0,0
"BURNS, BILL C.",110495,34398,33739,0,0
"BURNS, BILL C. INC.",110503,22056,8465,0,0
"BUSTAMANTE OIL CO",112691,6141,32,0,0
"BUSTAMANTE OIL COMPANY",112685,2744,0,0,0
"BUTLER, KEVIN O. & ASSOC., INC.",114050,126523,415222,0,0
"BVX OPERATING, INC.",117237,158329,1120682,0,0
"BYRD OPERATING COMPANY",118748,73280,34327,0,0
"C & N ENTERPRISES",120707,0,0,45869,0
"CALLON PETROLEUM OPERATING CO",124828,440173,1097633,0,0
"CAMBRIAN MANAGEMENT LTD",126764,4179,0,0,0
"CAMBRIAN MANAGEMENT, LTD.",126758,25675,496,0,0
"CANNON-BALL ENERGY, LLC",129203,0,0,0,0
"CAPATAZ OPERATING, INC.",130354,79239,45146,0,0
"CAPROCK EXPLORATION, INC.",130464,248997,439920,0,0
"CAPROCK OPERATING, INC.",130482,311177,108835,0,0
"CAPSTONE NATURAL RES II, LLC",130550,10630,57617,0,0
"CAPSTONE NATURAL RESOURCES, LLC",130539,719814,80675,0,0
"CARDWELL OIL CORPORATION",130852,24355,23581,0,0
"CARRUTH OIL & GAS, LLC",135967,502,1030,11761,0
"CARRUTH, CHRIS",135963,68201,94763,622035,0
"CASS ENERGY CORP",139611,1244,9,0,0
"CELERO ENERGY, L.P.",140903,95106,6526,0,0
"CENTERFIRE RESOURCES",141044,0,0,0,0
"CENTURION GAS CORPORATION",141515,3206,1386,444380,0
"CHAPARRAL (USA) ENERGY, INC.",144597,8488,0,0,0
"CHAPARRAL ENERGY, L.L.C.",144535,36769,0,0,0
"CHESAPEAKE OPERATING, INC.",147715,939181,1583366,342544,3
"CHEVRON MIDCONTINENT, L.P.",147862,20870634,31503319,164302,0
"CHEVRON U. S. A. INC.",148113,13729854,13313956,38380,526
"CHI OPERATING, INC.",148123,99063,250969,0,0
"CIMAREX ENERGY CO.",153438,70063,71235,0,0
"CIMAREX ENERGY CO. OF COLORADO",153429,489018,163626,7557,958
"CIMARRON EXPLORATION COMPANY (A)",153439,3909,0,0,0
"CITATION OIL & GAS CORP.",154235,5503365,4455190,0,0
"CLABBER HILL ROAD SWD, LLC",154786,0,0,0,0
"CLEARFORK PRODUCTION, LLC",159652,299492,171880,0,0
"COASTAL MANAGEMENT CORPORATION",161619,25919,34357,0,0
"COASTAL OIL & GAS CORPORATION",161639,18869,13568,0,0
"COBALT OPERATING, LLC",162726,12865,3347,0,0
"CODA ENERGY, INC.",164448,4130479,4020486,0,0
"COG OPERATING LLC",166150,12000202,18582673,130825,1040
"COLGATE OPERATING, LLC",167327,49556,61180,0,0
"COLLINS & WARE, INC.",168348,53364,13245,0,0
"COLT OIL COMPANY",169120,2568,15,0,0
"COMPOSTELLA OIL COMPANY",169784,147782,108319,0,0
"CONCHO OILFIELD SERV & OPER CO.",170164,0,0,0,0
"CONCHO RESOURCES INC.",170181,76791,38285,0,0
"CONE & PETREE OIL & GAS EXP. INC",170765,173029,28285,0,0
"CONE SOUTHWESTERN, INC.",170635,76568,24401,0,0
"CONOCO INC.",172230,3946730,1369535,0,0
"CONOCOPHILLIPS COMPANY",172232,13691940,90971440,5964882,49408
"CONQUEST OIL COMPANY",172236,2235,77,0,0
"COOPER OIL & GAS, LLC",175118,603,0,0,0
"COPPER RIDGE RESOURCES LLC",177030,10,0,0,0
"CORE E & P CORP.",178381,4018,0,0,0
"CORE ENERGY CORPORATION",178383,38,0,0,0
"CORONA EXPLORATION, INC.",179330,436,30,0,0
"CORONA OPERATING, LLC",179345,98,0,0,0
"COSTILLA ENERGY, INC.",180543,119514,20847,0,0
"COSTILLA PETROLEUM CORPORATION",180545,177163,50848,84,0
"COTTON VALLEY OPERATING COMPANY",182064,9483,690,0,0
"COX, JOHN L.",185980,88418,645219,0,0
"CRESTRIDGE DRLG. & PROD.CO.,LLC",189906,199219,140692,0,0
"CROSS TIMBERS ENERGY, LLC",190469,58701,0,0,0
"CROSS TIMBERS OPERATING COMPANY",190468,5908065,9742576,0,0
"CROWNQUEST OPERATING, LLC",191554,414917,678571,0,0
"CRUSADER ENERGY CORPORATION",191628,204,0,0,0
"CRUSADER ENERGY II, LLC",191627,288,0,0,0
"CTL OIL & GAS CORPORATION",191826,3782,2987,0,0
"CUERVO RESOURCES, INC.",191945,0,0,0,0
"CUERVO, INC.",192030,0,0,0,0
CWOC,195818,385,0,0,0
"D & B OPERATING, INC.",195823,29804,154,0,0
"DADCO, INC.",196965,13917,19202,0,0
"DAKOTA RESOURCES, INC. (I)",197416,357827,212761,0,0
"DALLAS PRODUCTION, INC.",197690,195203,149701,27530,31
"DAVCRO INC.",201895,188529,23499,0,0
"DAY RESOURCES, INC.",208136,959,9,0,0
"DC DISPOSAL SYSTEMS, LLC",196077,0,0,0,0
"DCP MIDSTREAM, LP",195918,0,0,0,0
"DEAN ENERGY, INC.",208872,12365,0,0,0
"DEEP ROCK BRINE AND SWD, INC.",209606,0,0,0,0
"DELTA OPERATORS, INC.",213715,500,5,0,0
"DENTON RESOURCES LLC",216427,2975,0,0,0
"DEVON ENERGY CORPORATION(NEVADA)",216735,1894231,1100263,0,0
"DEVON ENERGY PRODUCTION CO, L.P.",216378,4682119,3214375,0,0
"DEVON SFS OPERATING, INC.",216738,32359,543,0,0
"DHC, INC.",216758,0,0,0,0
"DIAMONDBACK E&P LLC",217012,5960019,6264675,0,0
"DINERO OPERATING COMPANY",220711,19441,85034,0,0
"DISCOVERY OPERATING, INC.",220865,1391796,1858873,0,0
"DIVERSIFIED O&G PROD. CO., INC.",220889,0,0,0,0
"DMR PETROLEUM",221515,936,18,0,0
"DOMINION OKLAHOMA TEXAS E&P, INC",222282,123192,81964,0,0
"DOMINION OPERATING, LLC",222287,7,0,0,0
"DOUBLE EAGLE PETROLEUM CORP",224852,0,0,0,0
"DRACO ENERGY, INC.",227845,73091,10527,0,0
"DREYFUS, LOUIS NATURAL GAS CORP",228125,140240,87545,0,0
"DUKE ENERGY FIELD SERVICES, LP",230719,0,0,0,0
"DUNE OIL AND GAS, INC.",232882,8272,8274,0,0
"DURHAM, INC.",236330,358814,49179,0,0
"DYAD PETROLEUM COMPANY",237520,6998,0,0,0
"E.D.D.R. JOINT VENTURE",238586,1568,9925,0,0
"E.G.L. RESOURCES, INC.",238522,9029,0,0,0
"EAGLE ROCK OPERATING COMPANY,LLC",238710,3920,0,0,0
"EARNEST PRODUCING CORPORATION",238708,3630,1085,0,0
"EASTLAND OIL COMPANY, THE",239725,5769,0,4730,0
"ECLIPSE SERVICES, INC.         *",241402,0,0,0,0
"ECOSERV ENVIRONMENTAL SVCS, LLC",241411,0,0,0,0
"ELEVATION RESOURCES LLC",247756,2418406,11626283,5011647,461245
"ELK MEADOWS RESOURCES LLC",247759,402738,23678,0,0
"ELK RIVER RESOURCES, LLC",247760,211649,306672,0,0
"ENCANA OIL & GAS(USA) INC.",251691,408059,1173133,0,0
"ENCORE ENERGY PARTNERS OPER LLC",251855,684868,350538,0,0
"ENCORE OPERATING, L.P.",251727,3946476,2018049,0,0
"ENDEAVOR ENERGY RESOURCES L.P.",251726,1504696,920341,328161,1054
"ENERGEN RESOURCES CORPORATION",252002,9066432,11364884,214293,3
"ENERGYQUEST II, LLC",252020,16336,4997,0,0
"ENERVEST OPERATING, L.L.C.",252131,789395,1165714,0,0
"ENRON OIL & GAS COMPANY",253196,232875,166218,0,0
"ENTERPRISE PRODUCTS OPERATINGLLC",253368,0,0,0,0
"EOG RESOURCES, INC.",253162,356750,1290949,0,0
"EP OPERATING LIMITED PARTNERSHIP",253229,7138,1758,0,0
"ERNMAR INVESTMENTS, INC.",253489,2795,0,0,0
"ESTORIL PRODUCING CORPORATION",254850,2003,494,0,0
"ETL HYDROCARBONS, INC.",255101,75627,0,37249,0
"EWT OPERATING COMPANY",256780,4746,1875,31205,0
"EXL PETROLEUM, LP",256791,384260,445516,0,0
"EXPRO ENGINEERING, INC.",257082,94880,14436,0,0
"EXXON CORP.",257097,63966969,68234435,1894752,10334
"EXXON MOBIL CORPORATION",257128,60235722,72465178,89746,1197
"F & M OIL & GAS COMPANY",257282,463095,224217,0,0
"FAGADAU ENERGY CORPORATION",257680,302444,218528,0,0
"FAMCOR OIL, INC.",261273,32689,53123,0,0
"FASKEN OIL AND RANCH, LTD.",263696,15714548,18879601,2832105,11572
"FASKEN, BARBARA",263695,2463845,1167764,695723,2205
"FINA OIL & CHEMICAL COMPANY",268321,99053,181699,6293,0
"FINLEY RESOURCES, INC.",268602,84365,42405,0,0
"FIVESTONES ENERGY LLC",271567,358992,724897,0,0
"FLOYD OPERATING COMPANY",274230,653757,524594,0,0
"FOREST OIL CORPORATION",275740,1672765,4989578,72606,4297
"FOREST OIL PERMIAN CORPORATION",275741,884709,381058,16907,0
"FORGE ENERGY, LLC",276868,5040929,2646977,0,0
"FORREST SWD, LLC",277335,0,0,0,0
"FORTSON OIL COMPANY",278563,68865,28689,0,0
"FOSSIL CREEK PRODUCTION CO.",278845,9021,2,0,0
"FOSSIL FUELS INC.",278852,229,3,0,0
"FOSSIL ROCK RESOURCES, INC.",278843,887139,1049126,4012,196
"FOURWAY OIL CO.",280963,4275,7,0,0
"FREDONIA RESOURCES INC.",284885,2126,0,0,0
"FRIEMEL & CARPENTER, INC.",286521,106249,137988,65231,2070
"FRIEMEL, PAUL D. & ASSOC., INC.",286546,261255,171056,172,0
"FRIO ENGINEERING INC.",286607,1514,7,0,0
"FRISCO ENERGY, L.L.C.",286721,111691,0,0,0
"FULFER OIL AND CATTLE CO.",288566,36395,0,0,0
"FULLER PETROLEUM, INC.",288685,2769,38678,0,0
"FULLER PRODUCTION, INC.",288587,13735,128054,0,0
"G & B PETROLEUM",291736,23409,21,0,0
"G E OPERATING, INC.",292166,198,1976,3042,0
"GAP EXPLORATION, LTD.",293692,45666,0,0,0
"GARNER'S WELL SERVICE LLC",295027,47,0,0,0
"GEODYNE OPERATING COMPANY",300756,752,6333,0,0
"GIEBEL PETROLEUM LTD.",304280,633661,932448,0,0
"GMC CO.",311400,501,731,0,0
"GMC OIL COMPANY",311405,0,0,0,0
"GOODNIGHT MIDSTREAM PERMIAN, LLC",315075,0,0,0,0
"GRACE OPERATING, INC.",319527,21467,0,0,0
"GRACE PETROLEUM, L.P.",319530,698,0,0,0
"GRAHAM ROYALTY, LTD.",324140,42060,23575,12088,0
"GRAHAM, BILL J. OIL & GAS CORP.",322349,67449,302862,8601,0
"GRAND BANKS ENERGY COMPANY",324700,12356,8509,0,0
"GRASHA, MATTHEW P.",325658,9360,32,0,0
"GREENBRIER OPER. CO.",331075,8006,0,0,0
"GREENHILL PETROLEUM CORPORATION",331527,474395,89190,0,0
"GREYSTONE OIL & GAS, LLP",333767,553966,629749,112867,0
"GREYSTONE PETROLEUM, LLC",333762,1224247,2967716,11888,0
"GRIFFIN PETROLEUM COMPANY",333925,0,0,0,0
"GROVER-MCKINNEY OIL COMPANY",335976,8962,18936,0,0
"GRUY PETROLEUM MANAGEMENT CO.",337106,466779,139837,20466,0
"H & O OPERATING CO",341428,0,0,0,0
"H & W OIL COMPANY, INCORPORATED",339773,30106,0,0,0
"H&M PRODUCTION CO.",341450,3240,30,0,0
"H&M PRODUCTION, INC.",341412,17960,2347,0,0
"HALL OPERATING COMPANY, INC.",345973,0,0,0,0
"HAMILTON, O. F. ESTATE",348755,1562,2528,0,0
"HAMON OPERATING COMPANY",351727,89454,31832,0,0
"HANLEY PETROLEUM INC.",354793,25606,20758,0,0
"HANNATHON PETROLEUM, LLC",354954,37936,11889,0,0
"HANSON OPERATING COMPANY, INC.",355480,4586,11365,0,0
"HANVEY, DON H. OIL INTERESTS INC",355586,0,0,0,0
"HARRISON INTERESTS, LTD.",360320,401,4,0,0
"HARTEL, INC.",362920,8606,55,0,0
"HARTER, RON",362923,4143,43447,0,0
"HAT OIL & GAS, INC.",366052,45896,305959,0,0
"HAWKINS OIL & GAS, INC.",367390,68224,21,0,0
HCM,340176,63299,129805,0,0
"HEADLINE RESOURCES, INC.",370080,1411,300,0,0
"HELMERICH & PAYNE, INC.",374170,15932,18,0,0
"HENDON WM E. JR. REV LVNG TRUST",378270,2176,34,0,0
"HENRY PETROLEUM CORP.",378635,4369127,2246030,232905,0
"HENRY PETROLEUM LP",378642,3858600,1602281,238210,897
"HENRY RESOURCES LLC",378535,1282516,2682910,0,0
"HERBIG OIL & GAS CO.",379646,249448,1830,0,0
"HERBIG, J F",379645,102976,4358,0,0
"HEWITT, ALAN P.",383100,4101,3582,0,0
"HICON GAS PRODUCERS, INC.",390164,47763,1354995,2656001,976
"HIGH SIERRA WATER PERMIAN, LLC",385627,0,0,0,0
"HIGH SIERRA WATER SERVICES, LLC",385638,0,0,0,0
"HIGH SKY PARTNERS LLC",385767,126305,366443,0,0
"HIGHMOUNT EXPL & PROD TEXAS LLC",385842,52869,43558,0,0
"HILLIN-SIMON OIL COMPANY",388776,0,0,0,0
"HILLSIDE OIL & GAS LLC",388849,18597,12059,0,0
"HILLSIDE OIL & GAS, INC.",388848,568,457,0,0
"HK ENERGY OPERATING, LLC",341367,742,249,0,0
"HOME PETROLEUM CORP.",396852,220,0,0,0
"HUBER, J. M., CORPORATION",408850,115883,79193,0,0
"HUFF, JACK",410970,27015,106379,0,0
"HUNT OIL COMPANY",416330,3769083,1106354,0,0
"HUNTINGTON ENERGY, L.L.C.",419291,410233,2223632,75093,0
"HYBRID OPERATING, INCORPORATED",421128,19225,0,0,0
"HYDRO WASTE CORP.",421168,103,0,0,0
"ICA ENERGY OPERATING, L.L.C.",421777,257843,175411,0,0
"INCLINE ENERGY",423656,21145,136673,0,0
"INGLIS, INC.",424218,0,0,0,0
"INGRAM, TOM L.",424495,0,0,3459,0
"INJECT TECHNOLOGIES INC.",424522,4781,0,0,0
"IP PETROLEUM COMPANY, INC.",425801,92397,35698,0,0
"IPT OIL COMPANY",425811,3696,1804,0,0
"J-E PRODUCTION, INC.",427627,5209,0,0,0
"J. D. GAS, INC.",427477,26956,16688,0,0
"JASMAR OIL CO.",430254,24,14,0,0
"JAXPLORATION COMPANY L.C.",430400,6602,4579,0,0
"JETTA OPERATING COMPANY, INC.",432283,113317,98695,0,0
"JIMAX OIL COMPANY",432500,2504,1278,0,0
"JM COX RESOURCES, L.P.",433075,157861,831029,0,0
"JOHN R. PARISH ESTATE",433535,1608,0,0,0
"JONES, CHARLES E., JR.",441020,6534,10481,0,0
"JOSHUA RESOURCES, LLC",447788,0,0,0,0
"JOURNEY OPERATING, L.L.C.",447850,51158,190064,0,0
"KAISER-FRANCIS OIL COMPANY",450175,1630178,498227,0,0
"KARICO GP, LLC",451075,0,0,0,0
"KELTON OIL CORPORATION",455076,5393,4229,0,0
"KEMPER OPERATING CO.",455351,190,802,0,0
"KEMPER OPERATING COMPANY, INC.",455410,0,0,0,0
"KENWORTHY OIL COMPANY",457401,603749,257987,0,0
"KENWORTHY PETROLEUM CORPORATION",457444,1995,6252,0,0
"KERR-MCGEE CORPORATION",457780,1005205,824010,0,0
"KERR-MCGEE OIL & GAS ONSHORE LLC",457809,155372,1982835,0,0
"KERR-MCGEE OIL & GAS ONSHORE LP",457807,903069,604484,0,0
"KIDD OIL & GAS, LC",458824,29426,18704,0,0
"KIDD, BARRON ULMER",459040,1808,1248,0,0
"KIMBELL OIL COMPANY OF TEXAS",461810,1446,15,0,0
"KIMBROUGH ENGINEERING CO, LLC",462948,141540,156907,0,0
"KINDER MORGAN PRODUCTION CO LP",463318,243,0,0,0
"KINLAW OIL CORPORATION",467262,47477,43883,0,0
"KINNEY INCORPORATED",467270,72291,87177,109815,0
"KOCH PIPELINE COMPANY, L.P.",473732,0,0,0,0
"KOCH PIPELINES, INC.",473734,0,0,0,0
"L & L OPERATING COMPANY, LLC",479870,1546,4,0,0
"LANEXCO, INC.",484936,84533,339250,140547,4207
"LARIO OIL & GAS COMPANY",486710,187129,34085,0,0
"LATIGO PETROLEUM TEXAS, LP",488245,364377,93268,0,0
"LEGACY RESERVES OPERATING LP",495445,4613344,2055248,122985,1006
"LIMARK CORPORATION",500803,51223,96467,0,0
"LIME ROCK RESOURCES II-A, L.P.",500792,821088,2134291,0,0
"LIME ROCK RESOURCES IV-A, L.P.",500794,1322684,994242,0,0
"LIMESTONE EXPLORATION II, LLC",500799,113771,108702,0,0
"LINDENMUTH & ASSOCIATES, INC.",501202,69,5,0,0
"LINN OPERATING, INC.",501545,766458,936559,0,0
"LINN OPERATING, LLC",501480,43130,21815,0,0
"LION PRODUCTION, INC.",501778,82049,32976,0,0
"LIVE OAK GAS COMPANY",504108,0,0,0,0
"LNH OIL COMPANY",480165,13598,21,0,0
"LOIN ENERGY CORPORATION",506069,960,529,0,0
"LOMAK PRODUCTION COMPANY",506155,277266,143036,0,0
"LOTHIAN OIL TEXAS I, INC.",509342,11,0,0,0
"LOTUS, L. L. C.",509366,0,0,0,0
"LUMBLEY, W. F.",512735,284,72,0,0
"LYNNE DEVELOPMENT",516207,31547,13750,0,0
"LYNX ENERGY COMPANY, INC.",516247,67552,548,0,0
"LYNX OPERATING CO., INC.",516255,50177,0,0,0
"LYNX PETROLEUM CONSULTANTS INC.",516260,56569,75696,0,0
"LZB ENERGY, LLC",517668,0,0,8972,0
"LZS CORPORATION",517670,549233,192946,0,0
"M & M PRODUCTION LTD.",518573,350278,547317,0,0
"M-T PETROLEUM, INC.",518919,71570,196110,3754,0
"M. P. S. PROD. CO.",518630,45906,22167,0,0
"MACK ENERGY CORPORATION",520468,6270,38750,0,0
"MAMMOTH EXPLORATION LLC",523592,96367,172509,5925,0
"MANNING, JACK",524800,1763,1512,0,0
"MANSELL BRINE SALES, INC",524857,0,0,0,0
"MARALO, INC.",525320,1758037,1804283,75245,0
"MARALO, LLC",525339,1123518,1136901,0,0
"MARATHON OIL COMPANY",525380,91926,92441,0,0
"MARCO POLO PETROLEUM",525754,0,0,0,0
"MARIAH ENERGY CORP.",525990,269853,86449,0,0
"MARSHALL PETROLEUM, INC.",527220,50227,10345,0,0
"MATADOR DRILLING CORP.",533004,20085,12848,0,0
"MATADOR OPERATING COMPANY",532992,87204,93803,0,0
"MAVERICK OPERATING, LLC",534209,19965,42558,0,0
"MAYNARD OIL CO.",536740,2606594,1075449,59271,0
"MCCABE ENERGY, INC.",538425,62162,3696,0,0
"MCCLURE OIL COMPANY, INC.",540703,66571,9669,0,0
"MCDONNOLD OPERATING, INC.",548163,71147,7366,0,0
"MCENA INC.",548640,18496,65370,0,0
"MCFARLAND & SCOBEY, INC.",549125,39020,109412,0,0
"MCSHANE, J. INC.",556235,97563,81159,0,0
"MDC OPERATING, INC.",556484,33824,17106,0,0
"ME-TEX OIL & GAS, INC.",556509,22205,108,0,0
"ME-TEX SUPPLY COMPANY",556510,1342,12,0,0
"MEDALLION PRODUCTION COMPANY",558337,157,3,0,0
"MEMORIAL EXPLORATION COMPANY",559632,17126,91206,11864,75
"MEMORIAL PRODUCTION OPER. LLC",559624,10720,424,0,0
"MERCURY OPERATING, LLC",560337,32331,22736,0,0
"MERIDIAN EXPLORATION CORP.",561124,79647,283,0,0
"MERIDIAN OIL INC.",561132,273820,909032,0,0
"MERIT ENERGY COMPANY",561136,1196186,1290084,25776,75
"MERRICO RESOURCES, INC.",561360,1232,9413,0,0
"MERRITT OPERATING, INC.",561368,28912,25646,0,0
"MERRITT, WILLIAM KEVIN",561388,5050,7119,0,0
"MEWBOURNE OIL COMPANY",562560,1375925,1752339,1634,102
"MGF OIL CORPORATION",563320,7282,540,0,0
"MGM OIL & GAS COMPANY",563329,145819,107489,0,0
"MID-CONTINENT ENERGY, INC.",564726,5873,438,0,0
"MID-STATES OPERATING COMPANY",566121,0,0,0,0
"MIDENERGY OPERATING, LLC",565067,1472,0,0,0
"MIDLAND OPERATING, INC.",565660,997,8,0,0
"MIDLAND TMG INC.",565875,86870,47928,0,0
"MIDPAR L.P.",565905,50323,21354,6232,0
"MILLS, PETE",569333,3679,5900,0,0
