MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2009,206,8,"PIONEER NATURAL RES. USA, INC.",1/12/2009,Producer,MIDLAND,28510,0,0,Crude,50,45,5,Tank Battery,Equipment Failure,Abandoned,None,,MIDKIFF G BATTERY,PUMP FIXED. VACUUMED FREE FLUID C&C COATING TO FINISH REMEDIATION.,MIDKIFF,SPRABERRY (TREND AREA)
2009,197,8A,APACHE CORPORATION,1/12/2009,Producer,COCHRAN,60190,0,0,Crude,60,40,20,Tank Battery,Equipment Failure,Abandoned,None,,VALLEY PUMP SATELLITE BATTERY,FREE OIL WAS RECOVERED.SOIL REMEDIATION IN PROGRESS.VALVE FIXED,WEST LEVELLAND UNIT,LEVELLAND
2009,68,8,OK ARENA OPERATING COMPANY,1/12/2009,Producer,ANDREWS,10703,0,0,Crude,15,12,3,Tank Battery,Equipment Failure,Other,None,,"SECTION 22, BLCO A-35, SURVEY PSL",SPILL SITE HAS BEEN EXCAVATED.,MUNGER & NIX-SNOW,FUHRMAN-MASCHO
2009,3,6,"EXCO PRODUCTION COMPANY, LP",1/12/2009,Producer,PANOLA,11583,0,0,Crude,32,31,1,Tank Battery,Other,Other,None,,JAMES SHANDOIN SURVEY,CAUSE: LEAK. SOIL REMEDIATED AND TESTED. WAITING FOR TEST RESULTS ,"AGURS, W. C.","BETHANY, NE. (LIME 3850)"
2009,156,8A,APACHE CORPORATION,1/12/2009,Producer,YOAKUM,60135,0,0,Crude,8,7,1,Flow Line,Vandalism,Repaired Existing Equipment,None,,WELL #65,LINE REPAIRED. FREE FLUID RECOVERED. SOIL REMEDIATED.,BRAHANEY UNIT,BRAHANEY
2009,204,8,OXY USA INC.,1/13/2009,Producer,ANDREWS,16497,0,0,Crude,18,0,18,Pipe Line,Corrosion - Rust,Other,None,,"SECTION 29, BLK 4/UL SURVEY, 25724 ACRES.",SOIL REMEDIATED.,STATE UNIV # 1 QN CONS UT.,MCFARLAND (QUEEN)
2009,307,8A,PLAINS PIPELINE L.P.,1/13/2009,Transporter,DAWSON,0,0,0,Crude,20,15,5,Pump Station or Terminal,Corrosion - Rust,Abandoned,None,,GPS: N 32.70442000 W 102.16168000,PIPE CLAMPED AND SOIL REMEDIATION PLAN IN PROGRESS,SEMINOLE SAN ANDRES UNIT,NO FIELD NAME
2009,64,8A,APACHE CORPORATION,1/13/2009,Producer,HOCKLEY,60242,0,0,Crude,15,0,15,Flow Line,Other,Repaired Existing Equipment,None,,YELLOWHOUSE UNIT WELL #110,(FIRETRUCK DROVE OVER FLOWLINE DURING FIRE)REMEDIATION IN PROGRESS,YELLOWHOUSE UNIT,YELLOWHOUSE
2009,45,3,ANADARKO E&P COMPANY LP,1/13/2009,Producer,STARR,24231,0,0,Crude,20,16,4,Other,Equipment Failure,Other,None,,WELL #1 PRODUCTION PAD,"VACUUMED FREE FLUIDS, REMEDIATED SOIL.","HANCOCK-HANCOCK ""A""",GIDDINGS (AUSTIN CHALK-3)
2009,41,9,"TEPPCO CRUDE OIL, LLC",1/13/2009,Transporter,YOUNG,0,0,0,Crude,30,20,10,Flow Line,Equipment Failure,Other,None,,LAT 33 DEGREES 08.27 N LONG 96 DEGREES 07.12W,VACUUMED FREE FLUID. SOIL REMEDIATED.,HARWELL GAS UNIT NO. 1-A,NO FIELD NAME
2009,66,8A,CENTURION PIPELINE L.P.,1/13/2009,Transporter,GAINES,0,0,0,Crude,9,5,4,Pump Station or Terminal,Corrosion - Rust,Other,None,,"SECTION 22, BLOCK A22, PSL",BLENDED WITH CLEAN SOIL TO LESS THAN 1%,SHAFTER LAKE /SAN ANDRES/ UNIT,NO FIELD NAME
2009,198,8A,APACHE CORPORATION,1/14/2009,Producer,DAWSON,67464,0,0,Crude,115,95,20,Tank Battery,Human Error - Other,Other,None,,CENTRAL TANK BATTERY. PAINTER MCDOUGAL.,FREE FLUID RECOVERED. SOIL REMEDIATED AND BEING TESTED.,PAINTER-MCDOUGAL UNIT,TEX-HAMON (FUSSELMAN)
2009,67,8,"CHESAPEAKE OPERATING, INC.",1/15/2009,Producer,ECTOR,6960,0,0,Crude,70,60,10,Tank Battery,Equipment Failure,Other,None,,N31.947308 & W102.760409,SOIL REMEDIATED BY EXCAVATING AND BLENDING AREA,ALMA,TXL (ELLENBURGER)
2009,308,8,PLAINS PIPELINE L.P.,1/16/2009,Transporter,CRANE,0,0,0,Crude,180,160,20,Pump Station or Terminal,Corrosion - Rust,Other,None,,GPS: N 31.51071 W 102.64852,SOIL REMEDIATION PLAN IN PROGRESS,SEMINOLE SAN ANDRES UNIT,NO FIELD NAME
2009,115,8A,OXY USA WTP LP,1/16/2009,Producer,GAINES,66714,0,0,Crude,55,53,2,Tank Battery,Equipment Failure,Other,None,,T.E. SPARKS STB,FREE FLUID VACUUMED. SOIL REMEDIATION PLAN IN PROGRESS.,"SPARKS, T. E.","JENKINS, NORTH (CLEAR FORK)"
2009,497,8A,APACHE CORPORATION,1/17/2009,Producer,HOCKLEY,6169,0,0,Crude,10,5,5,Flow Line,Corrosion - Rust,Other,None,,"WELL 56, STEEL BURIED FLOWLINE",FREE FLUID RECOVERED. BLENDED SOIL FOR REMEDIATION.,"ELLWOOD ""A""",SMYER
2009,294,8,COG OPERATING LLC,1/18/2009,Producer,ANDREWS,21679,0,0,Crude,60,50,10,Tank Battery,Equipment Failure,Abandoned,None,,"SECTION 5, BLOCK 46, PSLA SURV.",REPAIR FLOWLINE AND SCRAPE DIRT AND REMEDIATED ON SITE.,DEEP ROCK ET AL -A-,SHAFTER LAKE (SAN ANDRES)
2009,6,7C,COG OPERATING LLC,1/19/2009,Producer,UPTON,16723,0,0,Crude,10,8,2,Other,Company Human Error,Other,None,,"SECTION 23, BLOCK Y, TC RR CO",SQUEEGEED TOP SOIL&USED BACKHOE FOR REMEDIATION.SITE REMEDIATED,LYNCH30,SPRABERRY (TREND AREA)
2009,380,9,"UPDA OPERATORS, INC.",1/19/2009,Producer,ARCHER,26491,0,0,Crude,48,28,20,Tank Battery,Equipment Failure,Other,None,,"SEC. 18, BLK. 1 H&TC SURVEY",REMOVED CONTAMINATED SOIL W/BACKHOE AND REMEDIATED AREA.,"MAHLER ""A""",MAHLER (CADDO)
2009,21,6E,"BASA RESOURCES, INC.",1/20/2009,Producer,UPTON,4746,0,0,Crude,140,120,20,Tank Battery,Other,Other,None,,A+121 LUCINDA WILLIAMS,BATTERY CAUGHT FIRE. ALL FLUIDS REMOVED AND SOIL REMEDIATED.,DIANA153,NO FIELD NAME
2009,26,8,APACHE CORPORATION,1/21/2009,Producer,ANDREWS,9162,0,0,Crude,6,5,1,Other,Equipment Failure,Repaired Existing Equipment,None,,NORTH SATELLITE STORGE SYSTEM,BACKHOED SOIL AND REPLACED FLOAT CONTROL IN FLOW TANK.REMEDIATED. ,MIDLAND FARMS -AJ-,FASKEN (PENN.)
2009,114,8,KINDER MORGAN WINK PIPELINE LLC,1/21/2009,Transporter,CULBERSON,0,0,0,Crude,761,710,51,Pump Station or Terminal,Equipment Failure,Other,None,,"GUADALUOE STATION, SEC.11, BLK 63T2S,T&P RR CO.",VACUUMED FREE FLUIDS.SOIL REMEDIATION IN PROGRESS,"BROOKS, R.C. GU",NO FIELD NAME
2009,79,8,EXXON MOBIL CORPORATION,1/22/2009,Producer,ANDREWS,1770,0,0,Crude,7,2,5,Flow Line,Equipment Failure,Other,None,,"SECTION 17, BLCOK 13, SURVEY UTL",FREE FLUID PICKED UP AND SOIL REMEDIATED.,FULLERTON CLEARFORK UNIT,FULLERTON
2009,77,5,ANADARKO E&P COMPANY LP,1/22/2009,Producer,ROBERTSON,23378,0,0,Crude,50,49,1,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,None,,30.76917 LAT -96.54277 LON,ALL FREE FLUID WILL BE VACUUMED AND TAKS WILL BE REPAIRED.,FAIRWAY /JAMES LIME/ UNIT,NO FIELD NAME
2009,65,8,APACHE CORPORATION,1/22/2009,Producer,ANDREWS,20587,0,0,Crude,10,8,2,Pipe Line,Equipment Failure,Repaired Existing Equipment,None,,SHAFTER LAKE UNIT SATELLITE 87,LINE REPLACED. VACUUMED FREE FLUID &SOIL REMEDIATION IN PROGRESS,SHAFTER LAKE /SAN ANDRES/ UNIT,SHAFTER LAKE (SAN ANDRES)
2009,14,3,APACHE CORPORATION,1/22/2009,Producer,BRAZOS,22210,0,0,Crude,17,17,0,Tank Battery,Equipment Failure,Other,None,,CARRABBA BROTHERS LSE.,"VACUUMED FREE FLUID, SOIL REMEDIATED.",CARRABBA BROTHERS UNIT,GIDDINGS (AUSTIN CHALK-3)
2009,40,5,TENISON OIL COMPANY,1/22/2009,Producer,HENDERSON,0,84483,0,Crude,106,32,74,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,5MI. SOUTH FROM TRINIDAD H&T CRR A-368,FIXED HOLE IN TANK. RECOVERED FREE FLUID REMAINING PUT IN FIREWALL,HARWELL GAS UNIT NO. 1-A,"TRINIDAD, S. (RODESSA)"
2009,148,7B,"EOG RESOURCES, INC.",1/22/2009,Producer,PALO PINTO,0,221871,0,Crude,100,65,35,Other,Equipment Failure,Other,None,,N/A -WILLINGHAM SWD,SOIL REMOVED AND BEING BIOREMEDIATED AT SITE.,"OBERTHIER, R. C. ET. AL.",NO FIELD NAME
2009,502,8,ENERGEN RESOURCES CORPORATION,1/22/2009,Producer,MARTIN,16295,0,0,Crude,20,0,20,Tank Battery,Equipment Failure,Other,None,,BATTERY BLK 37 SEC 38 T&P RR CO,SHUT IN PRODUCTION AND FIRE DEPT. PUT OUT FIRE.,"OLDHAM, IDA MAE, -D-",SPRABERRY (TREND AREA)
2009,199,8,ATLAS PIPELINE MID-CONTINENT LLC,1/23/2009,Transporter,GLASSCOCK,0,0,0,Crude,17,10,7,Other,Corrosion - Rust,Abandoned,None,,"SECTION 20, BLOCK 35 T5S, T&P RR SURVEY",LINE WAS CLAMPED AND SOIL REMEDIATION IN PROGRESS.,PAINTER-MCDOUGAL UNIT,NO FIELD NAME
2009,15,1,"LEWIS PETRO PROPERTIES, INC.",1/23/2009,Producer,LA SALLE,0,211702,0,Gas Well Liquid,120,80,40,Other,Equipment Failure,Other,None,,"SECTION 26, SURVEY T&NO RR CO/MARTIN, M",VACUUMED FREE FLUID. SOIL REMEDIATED.,"CRISP, WILLARD E. 26",ATLEE (OLMOS)
2009,31,10,ARRINGTON PRODUCTION COMPANY,1/23/2009,Producer,CARSON,5349,0,0,Crude,40,30,10,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,None,,"SEC. 64, BLK 4, I&GN SURVEY",CLEANED UP SOIL AND SET NEW TANK BATTERY,ARRINGTON RANCH,PANHANDLE CARSON COUNTY FIELD
2009,24,10,ARRINGTON PRODUCTION COMPANY,1/23/2009,Producer,CARSON,5349,0,0,Crude,40,30,10,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,None,,"SECTION 64, BLOCK 4, I&GN SURVEY",CLEANED UP OIL AND SET NEW TANK BATTERY.,ARRINGTON RANCH,PANHANDLE CARSON COUNTY FIELD
2009,356,8,MERIT ENERGY COMPANY,1/23/2009,Producer,MARTIN,2905,0,0,Crude,25,20,5,Flow Line,Equipment Failure,Abandoned,Creek,BEALSCREEK,DODGE 78 FLOWLINE,PIPELINE REPAIRED. VACUUMED FREE FLUIDS. REMEDIATED CREEK.,"DODGE, GRANVILLE M., EST.","IATAN, EAST HOWARD"
2009,553,8,ENERGEN RESOURCES CORPORATION,1/25/2009,Producer,HOWARD,2908,0,0,Crude,20,17,3,Tank Battery,Corrosion - Rust,Other,None,,SEC. 12 BLK 30 T-1-A T&P RR CO,REPAIRED LEAK AND PICKED UP FLUIDS,"BELL, A. M.","IATAN, EAST HOWARD"
2009,60,10,"ADAMS AFFILIATES, INC.",1/26/2009,Producer,POTTER,3850,0,0,Crude,160,0,160,Tank Battery,Other,Repaired Existing Equipment,None,,SECTION 28 BLOCK 0-18 D&P SURVEY,(FIRE) VACUUMED FREE FLUID. REBUILT TANK. SOIL REMEDIATED.,BIVINS,PANHANDLE (RED CAVE)
2009,32,10,CHEVRON U. S. A. INC.,1/27/2009,Producer,WHEELER,0,187201,0,Gas Well Liquid,5,4,1,Other,Other,Other,None,,"SEC. 21, BLK L, J.M. LINDSAY SURVEY; 35 23 17.41N; 100 5 14.71W",PICKED UP FREE FLUID. SOIL REMEDIATED.,"LEDBETTER, RUTH",MILLS RANCH (DES MOINES)
2009,626,8,OK ARENA OPERATING COMPANY,1/27/2009,Producer,ANDREWS,10704,0,0,Crude,15,11,4,Other,Equipment Failure,Other,None,,"SEC. 1, BLK A-41 PSL",VACUUMED FREE FLUID AND REMEDIATED AREA.,"MUNGER-NIX ""1""",FUHRMAN-MASCHO
2009,53,7C,"PLAINS MARKETING, L.P.",1/28/2009,Transporter,IRION,0,0,0,Crude,20,2,18,Other,Human Error - Other,Other,None,,GPS: N 31.2585 W 101.2363,"SOIL REMEDIATED. FACILITTY:ROCKER B""QQ"" TO ROCKER B""EE"" 3-INCH","UNIVERSITY ""12-12""",NO FIELD NAME
2009,7,7C,"SOUTHWEST ROYALTIES, INC.",1/28/2009,Producer,UPTON,0,198185,0,Gas Well Liquid,130,0,130,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"SECTION 104, BLOCK D, CCSD & RGNG",TANK TO BE REPAIRED.REMEDIATION PLAN IN PROGRESS.,"WINDHAM, ELIZABETH",AMACKER-TIPPETT (DEVONIAN)
2009,33,10,APACHE CORPORATION,1/28/2009,Producer,WHEELER,0,219025,0,Crude,100,60,40,Tank Battery,Equipment Failure,Other,None,,SIDNEY 1-2 SEC 2 AB&M,SOIL WAS TILLED AND TURNED. SITE REMEDIATED.,SIDNEY,STILES RANCH (GRANITE WASH CONS)
2009,554,8,ENERGEN RESOURCES CORPORATION,1/28/2009,Producer,MARTIN,36758,0,0,Crude,10,7,3,Stuffing Box,Equipment Failure,Other,None,,WHITTEN WELL #9-3 SEC. 9 BLK 37 T-1-S T&P RR CO.,REPAIRED STUFFING BOX AND PICKED UP FREE LIQUIDS.,"WHITTEN ""9""",SPRABERRY (TREND AREA)
2009,586,8A,XTO ENERGY INC.,1/28/2009,Producer,GAINES,5190,0,0,Crude,325,300,25,Tank Battery,Corrosion - Rust,Other,None,,"SEC. 492, BLK G, CCSD & RGNG SURVEY",FREE FLUID RECOVERED AND SOIL REMEDIATED ON SITE.,FOSTER PETROLEUM CORP.,"RUSSELL, NORTH (DEVONIAN)"
2009,625,8,OK ARENA OPERATING COMPANY,1/28/2009,Producer,ANDREWS,28341,0,0,Crude,30,25,5,Stuffing Box,Equipment Failure,Other,None,,SEC. 18 BLK. A-47 PSL,VACUUMED FREE FLUID AND REMEDIATED SOIL..,MUNGER NIX,FUHRMAN-MASCHO
2009,433,8,OK ARENA OPERATING COMPANY,1/28/2009,Producer,ANDREWS,26788,0,0,Crude,15,12,3,Flow Line,Other,Other,None,,SEC 20 BLK A-41 PSL,VACUUMED FREE FLUID AND SOIL REMEDIATED.,LEONA -D-,FUHRMAN-MASCHO
2009,437,8,OXY USA WTP LP,1/28/2009,Producer,ECTOR,15427,0,0,Crude,30,20,10,Other,Equipment Failure,Other,None,,SEC 39 BLK 43 T-I-S T&P RR CO SVY,PICKED UP FLUID AND REMEDIATED SOIL,JOHNSON GBSA UNIT,JOHNSON
2009,12,6E,DANMARK OPERATING COMPANY LLC,1/29/2009,Producer,HARRISON,6030,0,0,Crude,20,16,4,Other,Equipment Failure,Other,Creek,CREEK,WAKELAND SURVEY,SOIL AND AREA WERE REMIDIATED.CREEK RUNS TO LAKE DAVERNIA,"TOOKE, A. (P-H)",EAST TEXAS
2009,34,10,D & D EQUIPMENT COMPANY,1/29/2009,Other,HANSFORD,0,0,0,Gas Well Liquid,5,0,5,Pipe Line,Equipment Failure,Other,None,,"SECTION 9, BLOCK 1, SURVEY PSL",SOIL REMEDIATED.,SIDNEY,NO FIELD NAME
2009,152,4,"FLOURNOY OIL & GAS, INC.",1/29/2009,Producer,NUECES,2571,0,0,Products,2400,2400,0,Tank Battery,Equipment Failure,Other,None,,"SECTION 7, VILLAREAL E SURVEY, ABSTRACT A-1 (HOPKINS ROAD)",VACUUMED FREE FLUID.,WEIL C,"SAXET, DEEP"
2009,612,8,"PIONEER NATURAL RES. USA, INC.",1/29/2009,Producer,MIDLAND,34142,0,0,Crude,10,9,1,Tank Battery,Equipment Failure,Other,None,,"N32 00'11.5"" & W101 56'15.5""",ON SITE REMEDIATION PLAN IN PROGRESS.,KING -D-,SPRABERRY (TREND AREA)
2009,432,8,OK ARENA OPERATING COMPANY,1/29/2009,Producer,ANDREWS,21365,0,0,Crude,30,25,5,Flow Line,Equipment Failure,Other,None,,"SEC 5, BLK 10 U.T. LANDS",VACUUM FREE FLUID. SOIL REMEDIATED.,SOUTH FUHRMAN MASCHO UNIT,FUHRMAN-MASCHO
2009,427,8,APACHE CORPORATION,1/29/2009,Producer,CRANE,20377,0,0,Crude,10,10,0,Tank Battery,Corrosion - Rust,Abandoned,None,,N MCELROY CENTRAL BATTERY,LINE WAS REPLACED AND SOIL WILL BE BLENDED TO MEET RRC GUIDLINE.,NORTH MCELROY UNIT,MCELROY
2009,200,8,CENTURION PIPELINE L.P.,1/30/2009,Transporter,WARD,0,0,0,Crude,35,30,5,Other,Corrosion - Rust,Other,None,,"SECTION 11, BLCOK 16, UNIVERSITY LANDS",BLENDED WITH CLEAN SOIL TO LESS THAN 1%.,PAINTER-MCDOUGAL UNIT,NO FIELD NAME
2009,19,7C,"MARINER ENERGY, INC.",1/31/2009,Producer,REAGAN,5148,0,0,Crude,75,73,2,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,"SECTION 13-1/2, BLCOK A, GC&SF SURVEY",VACUUMED AREA. REPLACED PIPING. REMEDIATION PLAN IN PROGRESS.,MCMASTER,SPRABERRY (TREND AREA)
2009,4,6,GOODRICH PETROLEUM COMPANY,1/31/2009,Producer,PANOLA,0,153458,0,Crude,8,8,0,Tank Battery,Human Error - Other,Other,None,,"W.T. ENGLISH, ABS 188","VACUUMED FREE FLUID, SHUT IN FLOWING LINE. SITE REMEDIATED.",BRITTON GAS UNIT,"BRACHFIELD, S.E. (COTTON VALLEY)"
2009,572,8,"PIONEER NATURAL RES. USA, INC.",2/1/2009,Producer,MIDLAND,18187,0,0,Crude,15,14,1,Flow Line,Equipment Failure,Other,None,,"N31 48' 47.700"" & W101 55'9.180""",SOIL REMEDIATION PLAN IN PROGRESS,SHACKELFORD SPRABERRY UNIT,SPRABERRY (TREND AREA)
2009,22,6,"COMSTOCK OIL & GAS, LP",2/2/2009,Producer,RUSK,0,222612,0,Gas Well Liquid,1,0,1,Tank Battery,Act of God,Other,None,,BLUEFORD BELL A-77,"LIGHTNING STRUCK TANK, FIRE CONTAINED TO TANK NO RELEASE OF FLUIDS","CHRISTIAN, C.O.",OAK HILL (COTTON VALLEY)
2009,203,8,OK ARENA OPERATING COMPANY,2/3/2009,Producer,ANDREWS,38974,0,0,Crude,240,190,50,Valve,Other,Other,None,,SECTION 12 BLOKC 10 UNIVERSITY OF TEXAS LANDS,"COW OPENED CASING VALVE. VACUUMED FREE FLUID,REMDEATING SOIL.",UNIVERSITY 21A,FUHRMAN-MASCHO
2009,295,8,COG OPERATING LLC,2/3/2009,Producer,ANDREWS,19655,0,0,Crude,42,40,2,Pipe Line,Equipment Failure,Other,None,,"SECTION 13, BLOCK 13 UL",PICKED UP FREE FLUID. WAITING ON REMEDIATION PLAN.,UNIVERSITY -F-,SHAFTER LAKE (CLEAR FORK)
2009,13,7C,ST. MARY LAND & EXPLORATION CO.,2/3/2009,Producer,UPTON,15818,0,0,Crude,50,47,3,Tank Battery,Equipment Failure,Other,None,,"SECTION 46, BLOCK 42, T-4-S, T&P RR. CO.",VACUUMED FREE FLUIDS. SOIL REMEDIATION PLAN IN PROGRESS,KIRA,SPRABERRY (TREND AREA)
2009,8,7B,SOJOURNER DRILLING CORPORATION,2/4/2009,Producer,JONES,29038,0,0,Crude,10,8,2,Other,Equipment Failure,Other,None,,"SECTION 8, M.E.P. &P. RR.",VACUUMING FREE FLUID AND AREATE SOIL. REMEDIATION PLAN IN PROGRESS,HUFFMYER,"TWO POINTS LEFT (CANYON, UP.)"
2009,35,10,APACHE CORPORATION,2/4/2009,Producer,WHEELER,0,212668,0,Crude,30,0,30,Tank Battery,Company Human Error,Other,None,,STILES 5-3 SEC. 3 BLOCK A3 H&GN,SOIL TILLED AND TURNED. SITE REMEDIATED.,STILES 3,STILES RANCH (GRANITE WASH CONS)
2009,20,7C,COG OPERATING LLC,2/4/2009,Producer,UPTON,16448,0,0,Crude,10,5,5,Other,Equipment Failure,Other,None,,"SECTION 153, BLOCK E, CCSD & RGNG RR CO",PICKED UP FREE OIL. WILL LOOK AT A REMEDIATION PLAN.,DIANA153,SPRABERRY (TREND AREA)
2009,358,8A,OCCIDENTAL PERMIAN LTD.,2/4/2009,Producer,YOAKUM,62541,0,0,Crude,7,0,7,Tank Battery,Corrosion - Rust,Other,None,,"SATELLITE G (JOHN H GIBSON, BLK D SEC 805.",REMEDIATION PLAN IN PROGRESS,GIBSON UNIT,WASSON 72
2009,304,8,PLAINS PIPELINE L.P.,2/5/2009,Transporter,CRANE,0,0,0,Crude,50,45,5,Tank Battery,Corrosion - Rust,Other,None,,GPS N 31.51071 W 102.64852,SOIL REMEDIATION PLAN IN PROGRESS,SEMINOLE SAN ANDRES UNIT,NO FIELD NAME
2009,69,8,HENRY RESOURCES LLC,2/5/2009,Producer,MARTIN,38385,0,0,Crude,10,5,5,Flow Line,Human Error - Other,Other,None,,"SECTION 32, BLOCK 40. T&P RR CO.",PICKED UP OIL AND SCRAPPED. DELINEATION SAMPLES TAKEN,CASSELMAN,SPRABERRY (TREND AREA)
2009,43,7B,"PIONEER EXPLORATION, LLC",2/5/2009,Producer,NOLAN,29055,0,0,Crude,100,25,75,Tank Battery,Equipment Failure,Other,None,,SECTION 21 A-444,VACUUMED FREE FLUID. SOIL REMEDIATED.,"HANKS, BILLIE ""B""","HYLTON, NW. (MID-CAMBRIAN)"
2009,119,8,"WINDSOR ENERGY GROUP, L.L.C.",2/6/2009,Producer,MARTIN,29442,0,0,Crude,132,65,67,Tank Battery,Equipment Failure,Other,None,,N/A,"RECOVERED WHAT THEY COULD. C&C COATING, INC. FOR REMEDIATION.",PATTON,ROSE PETAL (LOWER MISS.)
2009,9,6,GOODRICH PETROLEUM COMPANY,2/7/2009,Producer,RUSK,0,230985,0,Crude,130,0,130,Tank Battery,Theft,Other,None,,SECTION -MCDANIEL RL A-588,NOTIFIED POLICE.,"YOUNGBLOOD, ROBERT",MINDEN (COTTON VALLEY CONS.)
