MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2013,1146,8,OXY USA INC.,12/28/2013,Producer,REEVES,42972,0,0,Crude,6,6,0,Tank Battery,Equipment Failure,Other,None,,"SEC.16, BLK. 51, T8S, T&P RR SURVEY CO.",PICKED UP FLUID AND MIX AND TILLED SOIL.,BETTYLOU,WOLFBONE (TREND AREA)
2013,1112,8,"PIONEER NATURAL RES. USA, INC.",12/28/2013,Producer,MARTIN,32960,0,0,Crude,10,4,6,Tank Battery,Equipment Failure,Other,None,,"N32.23981, W-102.12517",FREE FLUID RECOVERED AND AREA REMEDIATED.,"CURTIS ""E""",SPRABERRY (TREND AREA)
2013,1016,1,"CHESAPEAKE OPERATING, INC.",12/28/2013,Producer,DIMMIT,0,269803,0,Crude,36,28,8,Tank Battery,Company Human Error,Other,None,,2369 FSL & 3553 FEL OF TEXAS SECTION,VACUUM FREE FLUID AND REMEDIATION PLAN IN PROGRESS,FAITH BONITA E UNIT,BRISCOE RANCH (EAGLEFORD)
2013,1152,8,CIMAREX ENERGY CO. OF COLORADO,12/28/2013,Producer,WARD,35624,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,None,,"SEC.47, N 31 36' 15.366, W -103 21'14.293",SOIL REMEDIATION PLAN IN PROGRESS,"FORTSON ""47""","WAR-WINK, W. (WOLFCAMP)"
2013,1366,7C,"FIML NATURAL RESOURCES, LLC",12/28/2013,Producer,IRION,18201,0,0,Crude,81,80,1,Tank Battery,Equipment Failure,Other,None,,"SEC 63, BLK 14, H&TC RR CO A-386","VAC TRUCK, SPILL WAS IN A LINED BERM, NO SOIL WAS IMPACTED",HARPER A,LIN (WOLFCAMP)
2013,1089,8,"WTG GAS PROCESSING, L.P.",12/27/2013,Other,MARTIN,0,0,0,Gas Well Liquid,10,0,10,Pipe Line,Equipment Failure,Other,None,,"SEC.16, BLK. 34, SVY T&P RY CO. T2N N32.39728 W101.7051",SOIL REMEDIATION PLAN IN PROGRESS,"BONER, W. H. -A-",NO FIELD NAME
2013,1250,8,ENERGEN RESOURCES CORPORATION,12/27/2013,Producer,WARD,44126,0,0,Products,16,15,1,Tank Battery,Equipment Failure,Other,None,,"SEC.8, BLK. 19, UNIVERSITY LANDS",VACUUMED FREE FLUID AND REMEDIATED AREA.,UNIVERSITY 8-19,TWO GEORGES (BONE SPRING)
2013,1053,8A,"HOLLY ENERGY PARTNERS-OP, L.P.",12/27/2013,Transporter,GAINES,0,0,0,Crude,570,417,153,Pipe Line,Equipment Failure,Other,None,,"RILEY STATION, 32.91349 DEG. N, 102.85506 DEG. W",VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,SOUTH CURTIS RANCH,NO FIELD NAME
2013,1018,10,"CHESAPEAKE OPERATING, INC.",12/27/2013,Producer,WHEELER,0,265288,0,Gas Well Liquid,83,0,83,Tank Battery,Theft,Other,None,,"SEC. 4, BLK. RE, ROBERTS & EDDLEMAN, A-492, 350 FSL & 1000 FWL","THEFT, REPORTED TO SHERIFF'S OFFICE.",LEE,ALLISON PARKS (GRANITE WASH)
2013,1065,7C,"LAREDO PETROLEUM, INC.",12/27/2013,Producer,REAGAN,17074,0,0,Crude,90,80,10,Tank Battery,Other,Other,None,,TANK BATTERY,UNKNOWN WHY VALVE WAS OPEN. RECOVERED FREE FLUID AND REMEDIATED.,SRH-C-,SPRABERRY (TREND AREA)
2013,1257,8A,"HOLLY ENERGY PARTNERS-OP, L.P.",12/27/2013,Transporter,GAINES,0,0,0,Crude,570,417,153,Pipe Line,Equipment Failure,Repaired Existing Equipment,None,,"32.91349 N, 102.85506 W","LEAK IN TRASFER LINE, VACUUM TRUCK IMMEDIATELY DISPATCHED.","DRIVER, J. W.-14",NO FIELD NAME
2013,1051,8,BURLINGTON RES O & G CO-MIDLAND,12/26/2013,Producer,CRANE,1224,0,0,Crude,12,12,0,Tank Battery,Equipment Failure,Other,None,,"N31 34.151, W102.26.507",VACUUMED FREE FLUID AND REMEDIATED AREA.,"WADDELL, W. N.",DUNE
2013,1079,10,"DCP MIDSTREAM MARKETING, LP",12/26/2013,Other,HUTCHINSON,0,0,0,Combined,15,1,14,Other,Equipment Failure,Other,None,,"1000 W. 10TH ST., BURGER, TX","RELEASE OF MONOETHANOLAMINE.VAC.FREE FLUID,REMEDIATION ONGOING",WALLACE UNIT,NO FIELD NAME
2013,1015,1,"EXCO OPERATING COMPANY, LP",12/26/2013,Producer,DIMMIT,16452,0,0,Crude,25,24,1,Tank Battery,Equipment Failure,Other,None,,"28.642577, -99.795105",VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,DENNIS DIM,BRISCOE RANCH (EAGLEFORD)
2013,1151,8,"SHERIDAN PRODUCTION COMPANY, LLC",12/26/2013,Producer,ANDREWS,10871,0,0,Crude,20,15,5,Tank Battery,Equipment Failure,Other,None,,EAST FUHRMAN/KUYKENDALL BATTERY,VACUUM FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,"KUYKENDALL, J. W.",FUHRMAN-MASCHO
2013,1349,5,"ENERGY & EXPL. PRTNRS OPER., LP",12/25/2013,Producer,LEON,26303,0,0,Crude,117,115,2,Tank Battery,Equipment Failure,Other,None,,"31.19693, -95.94847",EXCAVATED AND WILL BE DISPSED OF,LACY CREEK 48,NO FIELD NAME
2013,1013,6E,"QUANTUM RESOURCES MANAGEMENT,LLC",12/25/2013,Producer,UPTON,8253,0,0,Crude,2,1,1,Tank Battery,Equipment Failure,Other,None,,"LAT. 32.44139, LONG. -94.88816",REMOVED STANDING FLUID AND REMEDIATED AREA.,"PENTECOST, WM.",EAST TEXAS
2013,1150,8,OXY USA WTP LP,12/25/2013,Producer,WINKLER,37344,0,0,Crude,15,0,15,Stuffing Box,Equipment Failure,Other,None,,"SEC. 33, BLK. 46, T-1-N, T&P RR SURVEY CO.",PICKED UP FREE FLUID AND MIX AND TIL SOIL.,CUTLASS,ARBOL DE NADA (DEVONIAN)
2013,1103,8,ENERGEN RESOURCES CORPORATION,12/25/2013,Producer,WARD,40758,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Other,None,,"1320' FSEL & 261' FSWL, W&NW RR CO. 31.617574035, -103.409522",VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS.,PRUETT 20,TWO GEORGES (BONE SPRING)
2013,1063,7C,"LAREDO PETROLEUM, INC.",12/24/2013,Producer,REAGAN,17006,0,0,Crude,25,22,3,Valve,Equipment Failure,Other,None,,WELL #132K,TRUCK RECOVERED FREE FLUID AND REMEDIATED AREA.,HOLT-C-,SPRABERRY (TREND AREA)
2013,1064,7C,"LAREDO PETROLEUM, INC.",12/24/2013,Producer,REAGAN,17378,0,0,Crude,18,15,3,Tank Battery,Equipment Failure,Other,None,,D JUST OIL UNIT,SOIL REMEDIATION PLAN IN PROGRESS,D. JOST OIL UNIT,SPRABERRY (TREND AREA)
2013,1066,7C,"LAREDO PETROLEUM, INC.",12/24/2013,Producer,REAGAN,17043,0,0,Crude,50,45,5,Tank Battery,Corrosion - Rust,Other,None,,174 BATTERY,FREE FLUID RECOVERED AND AREA REMEDIATED.,BODINE-A-,SPRABERRY (TREND AREA)
2013,1058,9,"DEVON ENERGY PRODUCTION CO, L.P.",12/24/2013,Producer,WISE,0,219419,0,Crude,80,80,0,Tank Battery,Company Human Error,Other,None,,A.J. WALKER SURVEY A-860,FLUSHED THE LINED SECONDARY AND CLEANED SUCCESSFULLY.,"WAGGONER, CRYSTELLE GU","NEWARK, EAST (BARNETT SHALE)"
2013,1147,8,OXY USA WTP LP,12/24/2013,Producer,ECTOR,20609,0,0,Crude,25,10,15,Tank Battery,Equipment Failure,Other,None,,"SEC.28, BLK. 44, T2S T&P RR SURVEY CO.",PICKED UP FLUID AND MIX AND TIL SOIL.,HARPER DEVONIAN UNIT,HARPER (DEVONIAN)
2013,1186,1,CINCO NATURAL RESOURCES CORP.,12/23/2013,Producer,ATASCOSA,17263,0,0,Crude,50,49,1,Tank Battery,Equipment Failure,Other,None,,"SEC.1758, SURVEY I&GN RR CO. ABS. 496",VACUUM FREE FLUID AND REMEDIATED AREA,CATY UNIT,EAGLEVILLE (EAGLE FORD-1)
2013,1297,8,"LINN OPERATING, INC.",12/23/2013,Producer,ECTOR,21364,0,0,Crude,12,11,1,Tank Battery,Equipment Failure,Other,None,,"N 31.99751, W -102.58013",BLENDED WITH FRESH SOIL & A BIOLOGICAL REMEDIATION AID,EAST GOLDSMITH SAN ANDRES UNIT,"GOLDSMITH, EAST (SAN ANDRES)"
2013,1157,6,"BKEP PIPELINE, L.L.C.",12/23/2013,Transporter,FRANKLIN,0,0,0,Crude,20,18,2,Pipe Line,Corrosion - Rust,Other,None,,"33 20' 19.16"" -95 11'45.44""",VACUUMED FREE FLUID AND SOIL REMEDIATED.,J.E. COX,NO FIELD NAME
2013,1212,7C,"ASPEN OPERATING COMPANY, L.L.C.",12/23/2013,Producer,CROCKETT,4689,0,0,Crude,15,10,5,Valve,Act of God,Other,None,,OLSON WELL #305,LINE BUSTED IN COLD WEATHER.REMEDIATION PLAN COMPLETED,OLSON UNIT,OLSON
2013,1254,7C,"EOG RESOURCES, INC.",12/23/2013,Producer,IRION,17666,0,0,Crude,24,24,0,Tank Battery,Equipment Failure,Other,None,,"1142, C&M RR CO./KINDE, LP A-801",SOIL WAS NOT AFFECTED.,FAUDREE,LIN (WOLFCAMP)
2013,1008,9,"DEVON ENERGY PRODUCTION CO, L.P.",12/23/2013,Producer,WISE,0,128635,0,Gas Well Liquid,5,0,5,Tank Battery,Equipment Failure,Other,None,,"33.0594759, -97.7268317",SOIL REMEDIATION PLAN IN PROGRESS,ROHRER-HOLLOWAY,TERESA (CONGLOMERATE)
2013,1062,7C,"LAREDO PETROLEUM, INC.",12/23/2013,Producer,REAGAN,16734,0,0,Crude,15,10,5,Flow Line,Corrosion - Rust,Other,None,,WELL #111M,RECOVERED FREE FLUID AND EXCAVATED SOIL. AREA REMEDIATED.,SUGG-B-,SPRABERRY (TREND AREA)
2013,1032,8,"W&T OFFSHORE, INC.",12/22/2013,Producer,MARTIN,40194,0,0,Crude,100,54,46,Tank Battery,Company Human Error,Other,None,,UL NORTHEAST TANK BATTERY,VALVE CLOSED AND FREE OIL VACCUMED. REMEDIATION PLAN IN PROGRESS,UNIVERSITY 6-14,SPRABERRY (TREND AREA)
2013,1014,6,"FAIR OIL, LTD.",12/22/2013,Producer,WOOD,12702,0,0,Crude,57,0,57,Tank Battery,Theft,Other,None,,"JOHN POLK SURVEY, A-458",AREA REMEDIATED.,"WHATLEY ""J""","MANZIEL, SE. (GLOYD)"
2013,1203,8,"LAREDO PETROLEUM, INC.",12/22/2013,Producer,GLASSCOCK,41632,0,0,Crude,10,9,1,Tank Battery,Equipment Failure,Other,None,,"SCRUBBER STATION ON FM 461, 0.85MI.W OF STATE HWY. 33",ALL OIL INSIDE LINER RECOVERED. SOIL IMPACTED WAS BLENDED.,LAZY E,"GARDEN CITY, S. (WOLFCAMP)"
2013,1202,7C,"EP ENERGY E&P COMPANY, L.P.",12/21/2013,Producer,REAGAN,17575,0,0,Crude,25,0,25,Tank Battery,Well Blow Out,Other,None,,UNIVERSITY 8-12 CH,PACKING BLEW OUT. SOIL REPLACED AND DISPOSED OF PROPERLY.,UNIVERSITY CENTRAL,LIN (WOLFCAMP)
2013,1128,7C,MERIT ENERGY COMPANY,12/20/2013,Producer,REAGAN,4542,0,0,Crude,10,3,7,Flow Line,Equipment Failure,Other,None,,"SEC.47, BLK. B, L&SV RR SURVEY",VACUUMED AND REMEDIATED SOIL.,"WRIGHT, RUBY",SPRABERRY (TREND AREA)
2013,1006,7B,"WAPITI OPERATING, LLC",12/19/2013,Producer,STEPHENS,12273,0,0,Crude,4,4,0,Flow Line,Equipment Failure,Other,Creek,GONZALESCRK,"SEC.3, ABS. 1548, LUNATIC ASYLUM LANDS","VACUUMED OIL OFF CREEK, REMEDIATED AREA,",DICKIE UNIT,STEPHENS COUNTY REGULAR
2013,1172,3,"RESACA RESOURCES, L.L.C.",12/19/2013,Producer,FORT BEND,25597,0,0,Crude,10,8,2,Flow Line,Corrosion - Rust,Other,None,,"A-313, SHOPSHIRE, HRS H",REMEDIATION PLAN SUCCESSFUL.,AZTEC ROBINSON,BLUE RIDGE
2013,1322,8,APACHE CORPORATION,12/19/2013,Producer,GLASSCOCK,45418,0,0,Crude,30,24,6,Valve,Equipment Failure,Other,None,,"31.7527, -101.5075","FREE FLUIDS RECOVERED, OILY SOILS WERE BLENDED IN PLACE",MAUI 5,SPRABERRY (TREND AREA)
2013,1061,7C,"EOG RESOURCES, INC.",12/18/2013,Producer,CROCKETT,15168,0,0,Crude,115,105,10,Pump Station or Terminal,Equipment Failure,Other,None,,"SEC.10, BLK. GG, ABST.5236 T&NO RR CO./P. CAVENDER",VACUUMED FREE FLUID AND REMEDIATION PLAN IN PROGRESS,"EAGLE DRAW ""10""","NOELKE (WOLFCAMP, LOWER)"
2013,1119,8,APACHE CORPORATION,12/18/2013,Producer,MIDLAND,35599,0,0,Crude,50,40,10,Tank Battery,Corrosion - Rust,Other,None,,"LAT.31.7246, LONG. -102.1940",FREE FLUID RECOVERED AND AREA BEING BLENDED AND TILLED.,"LYNCH, JUNE T. ""47""",SPRABERRY (TREND AREA)
2013,1017,4,"LEWIS PETRO PROPERTIES, INC.",12/18/2013,Other,WEBB,0,51642,0,Gas Well Liquid,18,16,2,Tank Battery,Equipment Failure,Other,None,,C. ESQUIVEL SURVEY 488 ABS. 1193,VACUUMED FREE FLUID AND REMEDIATED AREA.,WILLIAMS & WILLIAMSON,LAS PINTAS (WILCOX 7100)
2013,1144,8,OXY USA INC.,12/18/2013,Producer,ANDREWS,23057,0,0,Crude,41,39,2,Tank Battery,Corrosion - Rust,Other,None,,"SEC.16, BLK.13, UNIVERSITY LANDS SURVEY",PICKED UP FLUID AND MIX AND TIL SOIL.,"UNIVERSITY ""B""",FULLERTON (SAN ANDRES)
2013,1188,1,"ATINUM OPERATING, INC.",12/17/2013,Producer,DIMMIT,4171,0,0,Crude,6,0,6,Flow Line,Corrosion - Rust,Other,None,,MCLEAN-BOWMAN -B- FLOW LINE (LEASE 04171 & 04267),BACKHOE USED FOR REMEDIATION.,MCLEAN-BOWMAN -B-,BIG WELLS (SAN MIGUEL)
2013,1085,8,BERRY OIL COMP.,12/17/2013,Producer,ECTOR,41018,0,0,Products,5000,0,5000,Tank Battery,Equipment Failure,Repaired Existing Equipment,None,,GARDENDALE 14,FRESH WATER SPILL. DIKE REPAIRES,GARDENDALE 14,SPRABERRY (TREND AREA)
2013,1091,8A,APACHE CORPORATION,12/17/2013,Transporter,YOAKUM,66157,0,0,Crude,170,33,137,"Vehicle (Truck-Barge, Etc)",Company Human Error,Other,None,,"N32.95964, W-102.75193",SOIL REMEDIATION PLAN IN PROGRESS,"ARMSTRONG, ANNIE ""B""",EMERALD (SILURIAN)
2013,1258,8A,"PLAINS MARKETING, L.P.",12/17/2013,Transporter,YOAKUM,0,0,0,Crude,170,33,137,Tank Battery,Human Error - Other,Other,None,,"N 32.95964, W 102.75193",DRIVER LOADING TRANSPORT OVERFLOWED ON SITE BIO REMIDIATION,"DRIVER, J. W.-14",NO FIELD NAME
2013,1077,3,"DENBURY ONSHORE, LLC",12/17/2013,Producer,FORT BEND,4154,0,0,Crude,30,29,1,Tank Battery,Equipment Failure,Other,None,,ROBERT PEEBLES A-67,REMEDIATION PLAN SUCCESSFUL.,"DAVIS, J.H.P.","THOMPSON, SOUTH"
2013,1031,8,MERIT ENERGY COMPANY,12/17/2013,Producer,WARD,26401,0,0,Crude,212,108,104,Tank Battery,Equipment Failure,Other,None,,"SEC. 33, BLK 33, H&TC RR SURVEY/5MI. S OF BARSTOW",VACUUMED FREE FLUID AND REMEDIATED TOP SOIL.,"SCOTT, F. H. -33-",SCOTT (DELAWARE)
2013,1105,8,ANADARKO E&P ONSHORE LLC,12/16/2013,Producer,LOVING,42446,0,0,Crude,5,0,5,Tank Battery,Human Error - Other,Other,None,,"31.7525366, -103.5369053",EXCAVATE SOIL AND REMEDIATED AREA.,GALAPAGOS 53-2-45,PHANTOM (WOLFCAMP)
2013,1314,8,QEP ENERGY COMPANY,12/16/2013,Producer,MARTIN,40050,0,0,Crude,35,35,0,Tank Battery,Equipment Failure,Other,None,,"SEC 17, BLK 39, T3N, G&MMB&A SURVEY","REMOVE STANDING OIL, FLUSHED LINE WITH FRESH WATER & SOAP",MABEE W,SPRABERRY (TREND AREA)
2013,1056,3,WHEELER OPERATING CORPORATION,12/16/2013,Producer,MADISON,23162,0,0,Crude,3,0,3,Tank Battery,Equipment Failure,Other,None,,"A.J. DORMAN, A-269",FREE FLUIDS RECOVERED AND SOIL REMEDIATED.,SCHOLZ ET AL,"FT. TRINIDAD (LEWISVILLE ""A"")"
2013,1109,8,ANADARKO E&P ONSHORE LLC,12/15/2013,Producer,LOVING,0,219735,0,Crude,7,5,2,Tank Battery,Equipment Failure,Other,None,,"31.7334167, -103.4940278",EXCAVATE SOIL AND REMDIATE SOIL.,APC SWD,HALEY (LWR. WOLFCAMP-PENN CONS.)
2013,1108,8,ANADARKO E&P ONSHORE LLC,12/15/2013,Producer,WARD,40262,0,0,Crude,14,10,4,Tank Battery,Human Error - Other,Other,None,,"31.6988, -103.344628",SOIL WILL BE EXCAVATED AND AREA REMEDIATED.,COLT 34-212,PHANTOM (WOLFCAMP)
2013,1129,7C,"DEVON ENERGY PRODUCTION CO, L.P.",12/15/2013,Producer,IRION,17616,0,0,Crude,48,45,3,Tank Battery,Equipment Failure,Other,None,,"SEC.1142, C&M RR CO SURVEY",SOIL REMEDIATION PLAN IN PROGRESS,PIZARRO,LIN (WOLFCAMP)
2013,1073,7C,APACHE CORPORATION,12/15/2013,Producer,REAGAN,12348,0,0,Crude,15,5,10,Flow Line,Act of God,Other,None,,"LAT. 31.48755, LONG. -101.64747",FREEZING TEMPS CAUSED FLOWLINE RUPTURE.REMEDIATION IN PROGRESS,SAU 44,SPRABERRY (TREND AREA)
2013,1291,8,"LINN OPERATING, INC.",12/15/2013,Producer,ECTOR,43819,0,0,Crude,5,4,1,Tank Battery,Human Error - Other,Other,None,,"N 32.00688, W -102.61078","VACUUM TRUCK, BLENDED, BIOLOGICAL REMEDIATION AID",ADAM,GOLDSMITH (CLEAR FORK)
2013,1125,8,ENERGEN RESOURCES CORPORATION,12/14/2013,Producer,WARD,43750,0,0,Crude,71,70,1,Tank Battery,Equipment Failure,Other,None,,"SEC.43, BLK. 18, UNIVERSITY LAND SURVEY",SOIL REMEDIATION PLAN IN PROGRESS,UNIVERSITY 43-18,TWO GEORGES (BONE SPRING)
2013,1107,8,ANADARKO E&P ONSHORE LLC,12/14/2013,Producer,WARD,42519,0,0,Products,12,10,2,Tank Battery,Equipment Failure,Other,None,,"31.489808, -103.3423634",RECOVERED FREE FLUID AND REMEDIATED AREA.,HILL 34-171 UNIT,PHANTOM (WOLFCAMP)
2013,1096,8,"PIONEER NATURAL RES. USA, INC.",12/14/2013,Producer,MIDLAND,6414,0,0,Crude,140,125,15,Tank Battery,Equipment Failure,Other,None,,N 31.83566 W-101.92747,VACUUM FREE FLUID AND REMEDIATE SOIL.,"HUTT, DONALD L. FEE",SPRABERRY (TREND AREA)
2013,1084,8,BERRY OIL COMP.,12/14/2013,Other,ECTOR,41018,0,0,Crude,1500,70,1430,Tank Battery,Equipment Failure,Other,None,,GARDENDALE 14 TANK BATTERY,REPAIRED DIKE AND REMEDIATED ARE.,GARDENDALE 14,SPRABERRY (TREND AREA)
2013,947,7C,"EOG RESOURCES, INC.",12/14/2013,Producer,CROCKETT,17171,0,0,Crude,20,10,10,Tank Battery,Equipment Failure,Other,None,,"15, 40, UL A-U305",VACUUMED FREE FLUID AND EXCAVATED SOIL TO REMEDIATE.,UNIVERSITY 40,LIN (WOLFCAMP)
2013,1318,6,"TGG PIPELINE, LTD.",12/13/2013,Other,HARRISON,0,0,0,Crude,25,23,2,Flow Line,Equipment Failure,Other,None,,"32.630344, 94.359836","FLUIDS REMOVED TAKEN TO DISPOSAL, REMEDIATED ON SITE",UNIVERSITY 5-34,NO FIELD NAME
2013,1155,8A,OCCIDENTAL PERMIAN LTD.,12/13/2013,Producer,YOAKUM,68771,0,0,Crude,30,20,10,Tank Battery,Equipment Failure,Other,None,,WILDER CENTRAL TANK BATTERY,VACUUMED FREE FLUID AND REMEDIATED AREA.,"WILDER ""C""",WASSON 72
2013,1323,8,"LINN OPERATING, INC.",12/13/2013,Producer,ECTOR,43391,0,0,Crude,5,4,1,Valve,Equipment Failure,Other,None,,"32.01681, -102.66087","VACUUM TRUCK, EXCAVATED & BLENDED, BIO-REMEDIATION",PATE,GOLDSMITH (CLEAR FORK)
2013,1088,8,"QUANTUM RESOURCES MANAGEMENT,LLC",12/13/2013,Producer,ANDREWS,32038,0,0,Crude,77,70,7,Tank Battery,Equipment Failure,Other,None,,FORD BONER DEEP ROCK TANK BATTERY,SOIL WAS REMOVED AND AREA REMEDIATED.,"BONER, W. H. -A-",DEEP ROCK (PENN.)
2013,1259,8,CONOCOPHILLIPS COMPANY,12/12/2013,Producer,ANDREWS,17015,0,0,Crude,144,70,74,Tank Battery,Act of God,Other,None,,"SECTION 3, BLK A-32 - PSL SURVEY",WEATHER AREA BEING REMEDIATED IN PLACE,BITLER,FULLERTON (SAN ANDRES)
2013,1118,8,APACHE CORPORATION,12/12/2013,Producer,MIDLAND,6294,0,0,Crude,65,58,7,Tank Battery,Equipment Failure,Other,None,,"LAT.31.7691, LONG. -101.7863",FREE FLUID RECOVERED AND AREA REMEDIATED.,"DRIVER, J. W.-14",SPRABERRY (TREND AREA)
2013,1054,8,"PIONEER NATURAL RES. USA, INC.",12/12/2013,Producer,GAINES,15400,0,0,Crude,55,45,10,Tank Battery,Equipment Failure,Other,None,,"31 DEG. 35'11.57""N, 101 DEG.44'42.11""W",SOIL REMEDIATION PLAN IN PROGRESS,SPRABERRY DRIVER UNIT,SPRABERRY (TREND AREA)
